,gap_id,is_fixed,percent_identity,query_start,query_end,query_length,query_alignment_length,target_start,target_end,target_length,target_alignment_length,total_bases_compared,mismatches,matches,total_length
281,7433469_607-1629,1,0.0,,,0,0,,,0,0,0,0,0,0
282,7455580_1471-2512,1,0.0,,,0,0,,,0,0,0,0,0,0
283,7502417_15605-16656,1,0.9821,56.0,0.0,56,56,0.0,56.0,56,56,56,1,55,56
284,7505853_1436-2486,1,0.9867,75.0,0.0,75,75,0.0,75.0,75,75,75,1,74,75
285,7404195_35893-36990,1,0.9876999999999999,81.0,0.0,81,81,2.0,83.0,83,81,81,1,80,81
286,7454342_2790-3933,1,1.0,0.0,125.0,125,125,0.0,125.0,125,125,125,0,125,125
287,7471838_1079-2120,1,0.9831,0.0,59.0,59,59,0.0,59.0,59,59,59,1,58,59
288,7245802_9481-10554,1,1.0,34.0,0.0,34,34,0.0,34.0,34,34,34,0,34,34
289,7411337_2164-3342,1,0.9695,164.0,0.0,164,164,0.0,164.0,1225,164,164,5,159,164
290,7280085_585-1607,1,0.0,,,0,0,,,0,0,0,0,0,0
291,7467661_1408-2495,1,0.9882,0.0,85.0,85,85,0.0,85.0,86,85,85,1,84,85
292,7495798_1415-2465,1,0.0,,,0,0,,,0,0,0,0,0,0
293,7273666_667-1738,1,0.0,,,0,0,,,0,0,0,0,0,0
294,7322212_293-1389,1,1.0,34.0,0.0,34,34,0.0,34.0,428,34,34,0,34,34
295,7306939_12253-13295,1,0.9914000000000001,0.0,116.0,117,116,1.0,117.0,117,116,116,1,115,116
296,7280638_4017-5064,1,0.9839,62.0,0.0,62,62,0.0,62.0,62,62,62,1,61,62
297,7496549_3639-4690,1,0.0,,,0,0,,,0,0,0,0,0,0
298,7284918_1268-2288,1,1.0,42.0,0.0,42,42,0.0,42.0,42,42,42,0,42,42
299,7494662_1432-2482,1,1.0,1.0,28.0,28,27,1.0,32.0,32,31,27,0,27,31
300,7423573_47830-48958,1,1.0,0.0,123.0,123,123,0.0,123.0,123,123,123,0,123,123
301,7495838_32099-33129,1,0.9906,0.0,106.0,106,106,6.0,112.0,112,106,106,1,105,106
302,7488522_8418-9457,1,1.0,42.0,0.0,42,42,0.0,42.0,42,42,42,0,42,42
303,7445214_9524-10661,1,1.0,0.0,90.0,90,90,0.0,90.0,90,90,90,0,90,90
304,7296806_6167-7244,1,1.0,0.0,100.0,100,100,0.0,100.0,100,100,100,0,100,100
305,7320180_665-1849,1,0.9862000000000001,0.0,145.0,149,145,0.0,145.0,145,145,145,2,143,145
306,7255680_1757-2844,1,1.0,162.0,0.0,162,162,0.0,162.0,162,162,162,0,162,162
307,7289886_1973-3100,1,1.0,0.0,140.0,140,140,2.0,142.0,142,140,140,0,140,140
308,7497466_6326-7346,1,1.0,32.0,1.0,32,31,8.0,39.0,40,31,31,0,31,31
309,7467190_2695-3737,1,1.0,132.0,0.0,132,132,0.0,132.0,132,132,132,0,132,132
310,7406603_2444-3501,1,0.9892,0.0,93.0,94,93,0.0,93.0,93,93,93,1,92,93
311,7462621_2070-3192,1,1.0,0.0,111.0,111,111,0.0,111.0,111,111,111,0,111,111
312,7268698_1395-2478,1,1.0,0.0,99.0,99,99,0.0,99.0,99,99,99,0,99,99
313,7501150_22018-23049,1,0.0,,,0,0,,,0,0,0,0,0,0
314,7383943_1536-2567,1,0.0,,,0,0,,,0,0,0,0,0,0
315,7313331_438-1496,1,1.0,0.0,34.0,34,34,0.0,34.0,34,34,34,0,34,34
316,7273951_26115-27173,1,0.9843999999999999,0.0,64.0,64,64,0.0,64.0,64,64,64,1,63,64
317,7465074_25240-26281,1,0.9895999999999999,0.0,96.0,97,96,0.0,96.0,96,96,96,1,95,96
318,7380406_8896-10094,1,1.0,0.0,167.0,167,167,0.0,167.0,168,167,167,0,167,167
319,7421136_8893-9932,1,0.9737,38.0,0.0,38,38,0.0,38.0,38,38,38,1,37,38
320,7467287_9541-10572,1,0.9887999999999999,89.0,0.0,89,89,0.0,89.0,89,89,89,1,88,89
321,7347749_111-1145,1,1.0,0.0,52.0,53,52,2.0,54.0,55,52,52,0,52,52
322,7337550_127-1231,1,1.0,115.0,0.0,115,115,0.0,115.0,115,115,115,0,115,115
323,7474890_1751-2772,1,1.0,1.0,49.0,53,48,0.0,48.0,48,48,48,0,48,48
324,7403917_5551-6575,1,1.0,29.0,0.0,33,29,0.0,29.0,29,29,29,0,29,29
325,7385542_19650-20719,1,0.9867,0.0,75.0,75,75,0.0,75.0,75,75,75,1,74,75
326,7483742_11041-12185,1,0.9862000000000001,145.0,0.0,145,145,0.0,145.0,145,145,145,2,143,145
327,7261063_443-1538,1,1.0,73.0,0.0,73,73,0.0,73.0,73,73,73,0,73,73
328,7289146_13281-14366,1,1.0,0.0,39.0,39,39,0.0,39.0,39,39,39,0,39,39
329,7360275_144-1188,1,0.0,,,0,0,,,0,0,0,0,0,0
330,7436843_2802-3940,1,0.9595,321.0,0.0,321,321,0.0,321.0,453,321,321,13,308,321
331,7349270_8145-9174,1,1.0,28.0,0.0,28,28,342.0,370.0,370,28,28,0,28,28
332,7438566_32562-33600,1,1.0,0.0,67.0,67,67,0.0,67.0,67,67,67,0,67,67
333,7375487_3968-5038,1,1.0,0.0,50.0,50,50,0.0,50.0,50,50,50,0,50,50
334,7477151_10830-11913,1,1.0,58.0,0.0,58,58,0.0,58.0,58,58,58,0,58,58
335,7489559_7595-8617,1,1.0,34.0,0.0,34,34,0.0,34.0,34,34,34,0,34,34
336,7493307_69613-70679,1,1.0,0.0,67.0,67,67,0.0,67.0,67,67,67,0,67,67
337,7385382_6910-8090,1,1.0,236.0,0.0,236,236,0.0,236.0,236,236,236,0,236,236
338,7491659_387-1450,1,0.9836,61.0,0.0,62,61,0.0,61.0,61,61,61,1,60,61
339,7488537_8902-9952,1,1.0,1.0,27.0,27,26,1.0,27.0,29,26,26,0,26,26
340,7349100_4934-5988,1,0.9792000000000001,0.0,48.0,48,48,0.0,48.0,48,48,48,1,47,48
341,7468986_16148-17245,1,1.0,0.0,53.0,53,53,0.0,53.0,53,53,53,0,53,53
342,7347433_248-1322,1,0.9841,63.0,0.0,63,63,0.0,63.0,63,63,63,1,62,63
343,7384195_3923-4967,1,1.0,37.0,0.0,37,37,0.0,37.0,37,37,37,0,37,37
344,7494954_8691-9813,1,1.0,0.0,129.0,129,129,0.0,129.0,129,129,129,0,129,129
345,7238730_4610-5773,1,0.9743999999999999,0.0,117.0,117,117,0.0,117.0,151,117,117,3,114,117
346,7460313_2918-3969,1,1.0,0.0,71.0,71,71,0.0,71.0,71,71,71,0,71,71
347,7493369_1668-2712,1,0.9714,35.0,0.0,35,35,0.0,35.0,35,35,35,1,34,35
348,7479123_6644-7694,1,0.0,,,0,0,,,0,0,0,0,0,0
349,7375100_12675-13745,1,0.9815,54.0,0.0,54,54,0.0,56.0,56,56,54,1,53,56
350,7503998_11855-12912,1,0.9901000000000001,101.0,0.0,102,101,0.0,101.0,101,101,101,1,100,101
351,7486609_11156-12231,1,1.0,0.0,86.0,86,86,0.0,86.0,86,86,86,0,86,86
352,7504658_13648-14735,1,0.9792000000000001,48.0,0.0,48,48,0.0,48.0,48,48,48,1,47,48
353,7469098_30935-31987,1,0.9839,62.0,0.0,62,62,0.0,62.0,62,62,62,1,61,62
354,7280666_10363-11451,1,0.9667,0.0,30.0,30,30,0.0,30.0,30,30,30,1,29,30
355,7480880_13298-14323,1,0.9722,36.0,0.0,40,36,0.0,36.0,36,36,36,1,35,36
356,7270289_1364-2456,1,1.0,0.0,111.0,111,111,0.0,111.0,111,111,111,0,111,111
357,7422814_1199-2232,1,1.0,0.0,31.0,31,31,0.0,31.0,31,31,31,0,31,31
358,7399777_2309-3368,1,0.9861,72.0,0.0,72,72,0.0,72.0,72,72,72,1,71,72
359,7377868_6230-7277,1,0.9661,0.0,59.0,59,59,0.0,59.0,59,59,59,2,57,59
360,7316917_907-1931,1,0.0,,,0,0,,,0,0,0,0,0,0
361,7406384_19103-20218,1,1.0,0.0,100.0,100,100,0.0,100.0,100,100,100,0,100,100
362,7358253_2411-3464,1,0.9677,0.0,31.0,31,31,0.0,31.0,31,31,31,1,30,31
363,7506398_40828-41856,1,0.9804,0.0,51.0,51,51,0.0,51.0,51,51,51,1,50,51
364,7433008_5551-6611,1,0.9545,0.0,22.0,22,22,0.0,22.0,22,22,22,1,21,22
365,7492319_77-1215,1,1.0,73.0,0.0,73,73,0.0,73.0,73,73,73,0,73,73
366,7486505_4035-5085,1,0.0,,,0,0,,,0,0,0,0,0,0
367,7262549_22096-23117,1,1.0,31.0,0.0,31,31,2.0,33.0,33,31,31,0,31,31
368,7393267_2906-3943,1,1.0,52.0,0.0,52,52,2.0,54.0,54,52,52,0,52,52
369,7403455_5681-6797,1,0.9934000000000001,151.0,0.0,151,151,0.0,151.0,151,151,151,1,150,151
370,7505436_45216-46298,1,0.9894,0.0,94.0,94,94,0.0,94.0,94,94,94,1,93,94
371,7395003_22405-23458,1,0.9853000000000001,0.0,68.0,68,68,0.0,68.0,68,68,68,1,67,68
372,7383841_2056-3154,1,0.9795999999999999,49.0,0.0,49,49,0.0,49.0,49,49,49,1,48,49
373,7463596_16365-17422,1,0.9825,0.0,57.0,57,57,0.0,57.0,57,57,57,1,56,57
374,7383371_2004-3028,1,0.0,,,0,0,,,0,0,0,0,0,0
375,7310485_1078-2109,1,0.9868000000000001,0.0,76.0,76,76,0.0,76.0,82,76,76,1,75,76
376,7397859_3753-4780,1,1.0,43.0,0.0,43,43,0.0,43.0,102,43,43,0,43,43
377,7483741_8066-9091,1,0.9811,0.0,53.0,53,53,0.0,53.0,53,53,53,1,52,53
378,7454879_4332-5421,1,1.0,97.0,0.0,97,97,0.0,97.0,97,97,97,0,97,97
379,7418051_9974-11068,1,0.9924,132.0,0.0,132,132,0.0,132.0,132,132,132,1,131,132
380,7495379_19678-20771,1,0.9649,0.0,57.0,57,57,0.0,57.0,57,57,57,2,55,57
381,7290822_2944-4073,1,1.0,0.0,137.0,137,137,0.0,137.0,137,137,137,0,137,137
382,7466749_5300-6473,1,0.9878,0.0,82.0,82,82,0.0,82.0,82,82,82,1,81,82
383,7505835_7611-8661,1,1.0,0.0,26.0,27,26,0.0,26.0,27,26,26,0,26,26
384,7453290_16553-17581,1,1.0,38.0,2.0,38,36,0.0,36.0,36,36,36,0,36,36
385,7502965_9950-11000,1,1.0,0.0,40.0,40,40,0.0,40.0,40,40,40,0,40,40
386,7416654_10701-11746,1,1.0,51.0,0.0,51,51,0.0,51.0,51,51,51,0,51,51
387,7495495_7698-8748,1,1.0,20.0,0.0,20,20,0.0,20.0,20,20,20,0,20,20
388,7495515_6512-7562,1,1.0,0.0,34.0,34,34,16.0,50.0,66,34,34,0,34,34
389,7335249_5350-6444,1,0.99,0.0,100.0,100,100,0.0,100.0,100,100,100,1,99,100
390,7472818_16471-17526,1,1.0,33.0,1.0,33,32,0.0,32.0,33,32,32,0,32,32
391,7351575_1314-2335,1,1.0,0.0,34.0,34,34,0.0,34.0,34,34,34,0,34,34
392,7363751_10348-11425,1,1.0,0.0,73.0,73,73,0.0,73.0,73,73,73,0,73,73
393,7463390_10193-11257,1,1.0,154.0,0.0,154,154,0.0,154.0,154,154,154,0,154,154
394,7457675_1469-2605,1,1.0,1.0,127.0,127,126,1.0,127.0,130,126,126,0,126,126
395,7467860_3589-4742,1,0.9947,189.0,0.0,200,189,1.0,190.0,190,189,189,1,188,189
396,7464651_18760-19821,1,1.0,0.0,30.0,30,30,0.0,30.0,30,30,30,0,30,30
397,7418196_623-1668,1,0.0,,,0,0,,,0,0,0,0,0,0
398,7503465_4538-5653,1,0.9894,0.0,94.0,94,94,0.0,94.0,94,94,94,1,93,94
399,7505893_8836-9863,1,1.0,0.0,29.0,29,29,0.0,29.0,33,29,29,0,29,29
400,7452524_4358-5502,1,0.9921,0.0,126.0,126,126,0.0,126.0,166,126,126,1,125,126
401,7480836_3801-4865,1,0.9859,0.0,71.0,71,71,0.0,71.0,71,71,71,1,70,71
402,7441015_1022-2084,1,1.0,0.0,45.0,46,45,11.0,56.0,57,45,45,0,45,45
403,7274287_3282-4360,1,1.0,42.0,0.0,42,42,0.0,42.0,42,42,42,0,42,42
404,7473183_13487-14627,1,0.9929000000000001,142.0,1.0,142,141,0.0,141.0,142,141,141,1,140,141
405,7459880_3043-4154,1,0.9787,94.0,0.0,94,94,0.0,94.0,94,94,94,2,92,94
406,7496256_1179-2211,1,1.0,24.0,0.0,24,24,0.0,24.0,24,24,24,0,24,24
407,7491190_18450-19485,1,0.9804,0.0,51.0,51,51,1.0,52.0,52,51,51,1,50,51
408,7503089_5721-6741,1,1.0,43.0,0.0,44,43,1.0,44.0,52,43,43,0,43,43
409,7482262_23046-24081,1,0.9718000000000001,0.0,71.0,71,71,0.0,71.0,71,71,71,2,69,71
410,7486080_19117-20187,1,0.9667,30.0,0.0,30,30,0.0,30.0,30,30,30,1,29,30
411,7493884_37587-38666,1,0.9865,74.0,0.0,74,74,0.0,74.0,74,74,74,1,73,74
412,7442787_3584-4614,1,0.9833,60.0,0.0,60,60,0.0,60.0,60,60,60,1,59,60
413,7507003_4560-5602,1,0.9884000000000001,0.0,86.0,86,86,0.0,86.0,86,86,86,1,85,86
414,7474316_1503-2523,1,0.9737,38.0,0.0,38,38,0.0,38.0,38,38,38,1,37,38
415,7477845_35853-36888,1,0.9787,47.0,0.0,47,47,0.0,47.0,47,47,47,1,46,47
416,7494074_14748-15798,1,1.0,0.0,46.0,46,46,0.0,46.0,46,46,46,0,46,46
417,7465461_4286-5351,1,1.0,0.0,49.0,49,49,1.0,50.0,50,49,49,0,49,49
418,7493132_11110-12191,1,0.9754,122.0,0.0,122,122,0.0,122.0,122,122,122,3,119,122
419,7503721_2007-3052,1,0.9444,0.0,36.0,36,36,0.0,36.0,37,36,36,2,34,36
420,7257846_5460-6610,1,1.0,100.0,0.0,100,100,0.0,100.0,100,100,100,0,100,100
421,7469088_536-1575,1,0.9815,54.0,0.0,54,54,0.0,54.0,54,54,54,1,53,54
422,7407792_4407-5471,1,0.9978,450.0,0.0,450,450,0.0,450.0,450,450,450,1,449,450
423,7486158_5268-6309,1,0.9854999999999999,69.0,0.0,69,69,0.0,69.0,69,69,69,1,68,69
424,7293818_7968-9045,1,1.0,0.0,113.0,113,113,11.0,124.0,124,113,113,0,113,113
425,7461161_8453-9477,1,0.0,,,0,0,,,0,0,0,0,0,0
426,7413092_6603-7645,1,1.0,0.0,28.0,28,28,0.0,28.0,28,28,28,0,28,28
427,7429715_6598-7647,1,0.9811,0.0,53.0,53,53,0.0,53.0,53,53,53,1,52,53
428,7268739_2741-3917,1,1.0,167.0,0.0,167,167,0.0,167.0,167,167,167,0,167,167
429,7264941_14590-15722,1,1.0,117.0,0.0,117,117,0.0,117.0,117,117,117,0,117,117
430,7479623_2117-3167,1,0.0,,,0,0,,,0,0,0,0,0,0
431,7486984_4935-6043,1,0.9886,0.0,88.0,88,88,0.0,88.0,88,88,88,1,87,88
432,7384937_6298-7373,1,0.9859,71.0,0.0,71,71,0.0,71.0,71,71,71,1,70,71
433,7467436_2402-3432,1,0.0,,,0,0,,,0,0,0,0,0,0
434,7255646_32499-33541,1,0.9833,0.0,60.0,60,60,0.0,60.0,60,60,60,1,59,60
435,7378894_9610-10703,1,1.0,0.0,47.0,47,47,0.0,47.0,47,47,47,0,47,47
436,7459502_4489-5571,1,0.9808,104.0,0.0,104,104,0.0,104.0,104,104,104,2,102,104
437,7272804_5002-6033,1,1.0,0.0,113.0,113,113,10.0,123.0,123,113,113,0,113,113
438,7351617_20465-21487,1,1.0,42.0,0.0,42,42,0.0,42.0,42,42,42,0,42,42
439,7328331_149-1303,1,1.0,158.0,0.0,158,158,6.0,164.0,164,158,158,0,158,158
440,7253893_3606-4649,1,1.0,52.0,0.0,52,52,0.0,52.0,53,52,52,0,52,52
441,7453902_5814-6876,1,0.9833,0.0,60.0,60,60,0.0,60.0,60,60,60,1,59,60
442,7448980_5821-6876,1,0.9865,74.0,0.0,74,74,0.0,74.0,74,74,74,1,73,74
443,7261568_19217-20279,1,0.9878,82.0,0.0,82,82,0.0,82.0,82,82,82,1,81,82
444,7485944_2767-3842,1,1.0,65.0,0.0,65,65,0.0,65.0,65,65,65,0,65,65
445,7258689_998-2053,1,1.0,0.0,65.0,65,65,0.0,65.0,65,65,65,0,65,65
446,7444138_2763-3957,1,0.9926,0.0,136.0,136,136,0.0,136.0,136,136,136,1,135,136
447,7491843_15512-16545,1,0.9545,0.0,44.0,44,44,0.0,44.0,44,44,44,2,42,44
448,7264569_1884-2929,1,0.0,,,0,0,,,0,0,0,0,0,0
449,7502283_16333-17466,1,1.0,0.0,76.0,76,76,0.0,76.0,76,76,76,0,76,76
450,7504117_4222-5315,1,1.0,132.0,0.0,132,132,0.0,132.0,136,132,132,0,132,132
451,7359337_4945-6036,1,0.9906999999999999,108.0,0.0,108,108,0.0,108.0,108,108,108,1,107,108
452,7506015_4562-5612,1,1.0,105.0,0.0,105,105,0.0,105.0,105,105,105,0,105,105
453,7488914_51693-52733,1,1.0,0.0,73.0,73,73,2.0,75.0,75,73,73,0,73,73
454,7329105_35886-36931,1,1.0,0.0,32.0,32,32,0.0,32.0,32,32,32,0,32,32
455,7240782_23039-24102,1,0.9897,97.0,0.0,97,97,0.0,97.0,101,97,97,1,96,97
456,7434441_4322-5401,1,0.988,83.0,0.0,84,83,1.0,84.0,84,83,83,1,82,83
457,7446935_7381-8500,1,0.9753000000000001,0.0,81.0,81,81,0.0,81.0,81,81,81,2,79,81
458,7400778_6213-7270,1,1.0,46.0,0.0,46,46,0.0,46.0,46,46,46,0,46,46
459,7373772_7366-8498,1,1.0,0.0,93.0,93,93,0.0,93.0,93,93,93,0,93,93
460,7373021_2048-3164,1,0.9868000000000001,76.0,0.0,76,76,0.0,76.0,76,76,76,1,75,76
461,7487901_5844-6872,1,1.0,40.0,1.0,41,39,1.0,40.0,40,39,39,0,39,39
462,7459103_17510-18685,1,0.9706,68.0,0.0,68,68,0.0,68.0,68,68,68,2,66,68
463,7470391_5701-6823,1,0.9825,0.0,114.0,114,114,0.0,114.0,114,114,114,2,112,114
464,7458559_10100-11154,1,0.9873000000000001,79.0,0.0,79,79,0.0,79.0,79,79,79,1,78,79
465,7287350_506-1562,1,1.0,27.0,0.0,28,27,1.0,28.0,45,27,27,0,27,27
466,7470245_2525-3559,1,0.0,,,0,0,,,0,0,0,0,0,0
467,7418621_1027-2245,1,0.9926,0.0,272.0,272,272,0.0,272.0,272,272,272,2,270,272
468,7482341_64890-65981,1,1.0,88.0,0.0,88,88,0.0,88.0,88,88,88,0,88,88
469,7499874_2559-3619,1,0.9886,88.0,0.0,88,88,0.0,88.0,88,88,88,1,87,88
470,7499069_29459-30574,1,1.0,0.0,97.0,97,97,0.0,97.0,97,97,97,0,97,97
471,7249691_11222-12276,1,1.0,0.0,73.0,73,73,4.0,77.0,77,73,73,0,73,73
472,7469492_8801-9841,1,0.0,,,0,0,,,0,0,0,0,0,0
473,7506951_23542-24661,1,1.0,135.0,0.0,135,135,0.0,135.0,135,135,135,0,135,135
474,7380376_20048-21231,1,0.9945,182.0,0.0,182,182,0.0,182.0,182,182,182,1,181,182
475,7497672_6847-7897,1,1.0,0.0,63.0,63,63,0.0,63.0,63,63,63,0,63,63
476,7497667_35162-36329,1,0.9918,0.0,122.0,122,122,0.0,122.0,122,122,122,1,121,122
477,7495146_753-1819,1,1.0,109.0,0.0,109,109,0.0,109.0,109,109,109,0,109,109
478,7505137_38998-40048,1,0.0,,,0,0,,,0,0,0,0,0,0
479,7360539_184-1310,1,1.0,171.0,0.0,171,171,0.0,171.0,171,171,171,0,171,171
480,7422345_4169-5205,1,0.9667,0.0,30.0,30,30,0.0,30.0,30,30,30,1,29,30
481,7244949_3271-4323,1,0.9667,0.0,30.0,30,30,0.0,30.0,30,30,30,1,29,30
482,7475498_18737-19890,1,1.0,0.0,137.0,137,137,14.0,151.0,151,137,137,0,137,137
483,7479504_5238-6269,1,1.0,0.0,70.0,70,70,0.0,70.0,70,70,70,0,70,70
484,7425588_3013-4037,1,0.0,,,0,0,,,0,0,0,0,0,0
485,7490833_8211-9232,1,1.0,0.0,28.0,29,28,0.0,28.0,29,28,28,0,28,28
486,7402574_3890-4919,1,1.0,58.0,0.0,60,58,0.0,58.0,58,58,58,0,58,58
487,7433866_12693-13800,1,0.9756,41.0,0.0,41,41,0.0,41.0,42,41,41,1,40,41
488,7454733_6125-7214,1,1.0,208.0,0.0,208,208,123.0,331.0,331,208,208,0,208,208
489,7340881_285-1398,1,1.0,77.0,0.0,77,77,0.0,77.0,77,77,77,0,77,77
490,7495730_403-1436,1,0.0,,,0,0,,,0,0,0,0,0,0
491,7397909_8298-9321,1,1.0,46.0,0.0,46,46,0.0,46.0,46,46,46,0,46,46
492,7504258_8971-10035,1,1.0,0.0,48.0,49,48,0.0,48.0,49,48,48,0,48,48
493,7458281_855-1954,1,1.0,0.0,112.0,112,112,0.0,112.0,112,112,112,0,112,112
494,7415208_13264-14408,1,0.9890000000000001,91.0,0.0,91,91,0.0,91.0,91,91,91,1,90,91
495,7479590_7282-8318,1,0.0,,,0,0,,,0,0,0,0,0,0
496,7471968_2528-3627,1,0.9906999999999999,1.0,108.0,108,107,0.0,107.0,107,107,107,1,106,107
497,7251735_731-1825,1,1.0,45.0,0.0,45,45,0.0,45.0,45,45,45,0,45,45
498,7399047_5115-6285,1,1.0,125.0,0.0,125,125,0.0,125.0,125,125,125,0,125,125
499,7345433_1995-3045,1,1.0,1.0,31.0,34,30,0.0,30.0,30,30,30,0,30,30
500,7500366_2564-3614,1,0.0,,,0,0,,,0,0,0,0,0,0
501,7285043_288-1314,1,0.0,,,0,0,,,0,0,0,0,0,0
502,7327990_8137-9256,1,0.986,0.0,143.0,143,143,212.0,359.0,359,147,143,2,141,147
503,7476359_2402-3434,1,0.9756,41.0,0.0,41,41,0.0,41.0,41,41,41,1,40,41
504,7242815_813-1924,1,0.9906999999999999,0.0,108.0,108,108,2.0,110.0,110,108,108,1,107,108
505,7428438_18209-19358,1,0.9928,139.0,0.0,139,139,11.0,150.0,152,139,139,1,138,139
506,7244736_14390-15427,1,1.0,0.0,57.0,57,57,0.0,57.0,57,57,57,0,57,57
507,7319807_4252-5392,1,1.0,65.0,0.0,65,65,180.0,245.0,281,65,65,0,65,65
508,7492264_3949-5075,1,1.0,126.0,0.0,126,126,0.0,126.0,126,126,126,0,126,126
509,7352651_414-1474,1,0.981,0.0,105.0,105,105,0.0,105.0,105,105,105,2,103,105
510,7429643_9133-10200,1,0.0,,,0,0,,,0,0,0,0,0,0
511,7494204_64325-65410,1,0.9886,0.0,88.0,88,88,0.0,88.0,88,88,88,1,87,88
512,7364175_5257-6310,1,1.0,85.0,0.0,85,85,0.0,85.0,88,85,85,0,85,85
513,7457970_1753-2820,1,1.0,94.0,0.0,94,94,0.0,94.0,94,94,94,0,94,94
514,7500220_43912-44935,1,1.0,50.0,0.0,50,50,0.0,50.0,50,50,50,0,50,50
515,7456397_1394-2512,1,1.0,0.0,71.0,71,71,0.0,71.0,71,71,71,0,71,71
516,7298842_716-1770,1,1.0,38.0,0.0,38,38,2.0,40.0,40,38,38,0,38,38
517,7257904_8341-9475,1,0.0,,,0,0,,,0,0,0,0,0,0
518,7445026_768-1798,1,0.9655,0.0,58.0,58,58,0.0,58.0,58,58,58,2,56,58
519,7270234_3088-4110,1,1.0,26.0,0.0,26,26,0.0,26.0,26,26,26,0,26,26
520,7255055_5127-6231,1,1.0,91.0,0.0,91,91,0.0,91.0,91,91,91,0,91,91
521,7293983_1903-2975,1,0.9889,90.0,0.0,90,90,11.0,101.0,101,90,90,1,89,90
522,7435914_4775-5810,1,0.9818000000000001,0.0,55.0,55,55,0.0,55.0,56,55,55,1,54,55
523,7289571_1394-2459,1,1.0,0.0,65.0,65,65,0.0,65.0,65,65,65,0,65,65
524,7463104_11957-12993,1,0.0,,,0,0,,,0,0,0,0,0,0
525,7498260_1232-2392,1,0.993,143.0,0.0,143,143,0.0,148.0,148,148,143,1,142,148
526,7279136_12158-13292,1,1.0,102.0,0.0,165,102,0.0,102.0,102,102,102,0,102,102
527,7487908_9706-10867,1,0.9958,238.0,0.0,238,238,0.0,238.0,238,238,238,1,237,238
528,7422638_3657-4688,1,0.9884999999999999,87.0,0.0,87,87,0.0,87.0,87,87,87,1,86,87
529,7470523_2679-3800,1,1.0,0.0,117.0,117,117,0.0,117.0,117,117,117,0,117,117
530,7420457_3210-4260,1,0.9848,66.0,0.0,66,66,0.0,66.0,66,66,66,1,65,66
531,7505199_2490-3514,1,0.0,,,0,0,,,0,0,0,0,0,0
532,7452389_13971-15003,1,0.9961,0.0,255.0,255,255,0.0,255.0,255,255,255,1,254,255
533,7271728_2040-3264,1,0.9909,0.0,110.0,110,110,2.0,112.0,112,110,110,1,109,110
534,7410513_5798-6926,1,0.98,100.0,0.0,100,100,0.0,103.0,103,103,100,2,98,103
535,7503493_26079-27151,1,1.0,70.0,0.0,70,70,0.0,70.0,70,70,70,0,70,70
536,7406014_3761-4827,1,0.9839,0.0,63.0,63,63,0.0,62.0,62,62,62,1,61,63
537,7487849_15034-16064,1,0.9865,74.0,0.0,74,74,0.0,74.0,74,74,74,1,73,74
538,7442336_2503-3555,1,0.9913,115.0,0.0,115,115,0.0,115.0,115,115,115,1,114,115
539,7504300_7679-8729,1,0.9337000000000001,20.0,224.0,224,204,1.0,205.0,207,204,196,13,183,212
540,7428288_2426-3486,1,0.9806,103.0,0.0,103,103,0.0,103.0,103,103,103,2,101,103
541,7384254_5044-6106,1,0.9867,75.0,0.0,75,75,0.0,75.0,75,75,75,1,74,75
542,7329445_347-1493,1,0.9825,342.0,0.0,342,342,364.0,706.0,706,342,342,6,336,342
543,7421700_8059-9080,1,0.0,,,0,0,,,0,0,0,0,0,0
544,7444890_12062-13110,1,0.0,,,0,0,,,0,0,0,0,0,0
545,7477199_4505-5555,1,1.0,0.0,25.0,25,25,0.0,25.0,25,25,25,0,25,25
546,7289994_1612-2745,1,0.0,,,0,0,,,0,0,0,0,0,0
547,7295486_10245-11348,1,0.9863,0.0,73.0,73,73,0.0,73.0,73,73,73,1,72,73
548,7428325_18445-19511,1,0.9825,0.0,57.0,57,57,0.0,57.0,57,57,57,1,56,57
549,7488658_14063-15084,1,1.0,0.0,91.0,91,91,0.0,89.0,89,89,89,0,89,91
550,7289773_4899-5964,1,1.0,126.0,0.0,126,126,0.0,126.0,126,126,126,0,126,126
551,7481249_684-1734,1,0.0,,,0,0,,,0,0,0,0,0,0
552,7497555_1943-2993,1,1.0,95.0,0.0,95,95,0.0,95.0,95,95,95,0,95,95
553,7405204_1655-2785,1,0.9856,0.0,139.0,139,139,0.0,139.0,139,139,139,2,137,139
554,7246587_7143-8187,1,1.0,33.0,0.0,34,33,0.0,33.0,33,33,33,0,33,33
555,7473639_4245-5359,1,0.9815,108.0,0.0,108,108,0.0,108.0,108,108,108,2,106,108
556,7446979_176-1201,1,1.0,33.0,1.0,33,32,0.0,32.0,33,32,32,0,32,32
557,7394213_22844-23864,1,1.0,51.0,0.0,51,51,0.0,51.0,51,51,51,0,51,51
558,7505182_12604-13637,1,0.0,,,0,0,,,0,0,0,0,0,0
559,7470777_4353-5380,1,1.0,15.0,68.0,69,53,0.0,53.0,54,53,53,0,53,53
560,7250187_663-1789,1,0.9933,150.0,1.0,150,149,0.0,149.0,150,149,149,1,148,149
561,7340076_16102-17222,1,0.9894,0.0,94.0,94,94,1.0,95.0,95,94,94,1,93,94
562,7472031_46107-47174,1,0.9828,1.0,59.0,59,58,0.0,58.0,58,58,58,1,57,58
