,gap_id,is_fixed,percent_identity,query_start,query_end,query_length,query_alignment_length,target_start,target_end,target_length,target_alignment_length,total_bases_compared,mismatches,matches,total_length
289,7467661_1408-2495,1,1.0,243.0,328.0,574,85,1.0,86.0,86,85,85,0,85,85
290,7495798_1415-2465,1,0.0,,,0,0,,,0,0,0,0,0,0
291,7273666_667-1738,1,0.0,,,0,0,,,0,0,0,0,0,0
292,7322212_293-1389,1,0.9714,53.0,301.0,408,248,314.0,69.0,428,245,245,7,238,248
293,7306939_12253-13295,1,0.973,139.0,250.0,519,111,5.0,117.0,117,112,111,3,108,112
294,7280638_4017-5064,1,1.0,61.0,122.0,367,61,62.0,1.0,62,61,61,0,61,61
295,7496549_3639-4690,1,0.0,,,0,0,,,0,0,0,0,0,0
296,7284918_1268-2288,1,0.0,,,0,0,,,0,0,0,0,0,0
297,7494662_1432-2482,1,1.0,48.0,80.0,306,32,0.0,32.0,32,32,32,0,32,32
298,7423573_47830-48958,1,1.0,242.0,365.0,616,123,0.0,123.0,123,123,123,0,123,123
299,7495838_32099-33129,1,1.0,229.0,341.0,620,112,0.0,112.0,112,112,112,0,112,112
300,7488522_8418-9457,1,1.0,211.0,253.0,393,42,42.0,0.0,42,42,42,0,42,42
301,7445214_9524-10661,1,1.0,292.0,382.0,605,90,0.0,90.0,90,90,90,0,90,90
302,7296806_6167-7244,1,1.0,220.0,320.0,563,100,0.0,100.0,100,100,100,0,100,100
303,7320180_665-1849,1,1.0,227.0,372.0,424,145,0.0,145.0,145,145,145,0,145,145
304,7255680_1757-2844,1,1.0,67.0,229.0,297,162,162.0,0.0,162,162,162,0,162,162
305,7289886_1973-3100,1,0.8723000000000001,4.0,145.0,394,141,0.0,142.0,142,142,141,18,123,142
306,7497466_6326-7346,1,1.0,236.0,276.0,452,40,40.0,0.0,40,40,40,0,40,40
307,7467190_2695-3737,1,1.0,229.0,361.0,555,132,132.0,0.0,132,132,132,0,132,132
308,7406603_2444-3501,1,0.9231,77.0,169.0,584,92,91.0,0.0,93,91,91,7,84,92
309,7462621_2070-3192,1,1.0,217.0,328.0,552,111,0.0,111.0,111,111,111,0,111,111
310,7268698_1395-2478,1,1.0,226.0,325.0,595,99,0.0,99.0,99,99,99,0,99,99
311,7501150_22018-23049,1,1.0,212.0,233.0,582,21,0.0,21.0,21,21,21,0,21,21
312,7313331_438-1496,1,1.0,241.0,275.0,536,34,0.0,34.0,34,34,34,0,34,34
313,7273951_26115-27173,1,1.0,186.0,249.0,505,63,1.0,64.0,64,63,63,0,63,63
314,7465074_25240-26281,1,1.0,227.0,322.0,562,95,1.0,96.0,96,95,95,0,95,95
315,7380406_8896-10094,1,1.0,125.0,293.0,527,168,168.0,0.0,168,168,168,0,168,168
316,7421136_8893-9932,1,1.0,233.0,268.0,443,35,38.0,1.0,38,37,35,0,35,37
317,7467287_9541-10572,1,1.0,23.0,111.0,330,88,0.0,88.0,89,88,88,0,88,88
318,7347749_111-1145,1,1.0,208.0,262.0,506,54,0.0,54.0,55,54,54,0,54,54
319,7337550_127-1231,1,1.0,235.0,350.0,698,115,115.0,0.0,115,115,115,0,115,115
320,7474890_1751-2772,1,1.0,231.0,279.0,512,48,0.0,48.0,48,48,48,0,48,48
322,7385542_19650-20719,1,1.0,244.0,318.0,561,74,1.0,75.0,75,74,74,0,74,74
323,7483742_11041-12185,1,1.0,241.0,386.0,624,145,145.0,0.0,145,145,145,0,145,145
324,7261063_443-1538,1,1.0,220.0,293.0,694,73,73.0,0.0,73,73,73,0,73,73
325,7289146_13281-14366,1,1.0,244.0,283.0,513,39,0.0,39.0,39,39,39,0,39,39
326,7360275_144-1188,1,0.0,,,0,0,,,0,0,0,0,0,0
327,7436843_2802-3940,1,0.9726,0.0,146.0,314,146,147.0,1.0,453,146,146,4,142,146
328,7349270_8145-9174,1,0.9343,315.0,589.0,661,274,86.0,360.0,370,274,274,18,256,274
329,7438566_32562-33600,1,1.0,232.0,299.0,651,67,0.0,67.0,67,67,67,0,67,67
330,7375487_3968-5038,1,1.0,76.0,126.0,508,50,0.0,50.0,50,50,50,0,50,50
331,7477151_10830-11913,1,1.0,249.0,307.0,554,58,58.0,0.0,58,58,58,0,58,58
332,7489559_7595-8617,1,1.0,181.0,215.0,492,34,34.0,0.0,34,34,34,0,34,34
333,7493307_69613-70679,1,1.0,123.0,190.0,422,67,0.0,67.0,67,67,67,0,67,67
334,7385382_6910-8090,1,1.0,171.0,407.0,630,236,0.0,236.0,236,236,236,0,236,236
335,7491659_387-1450,1,1.0,236.0,297.0,545,61,61.0,0.0,61,61,61,0,61,61
336,7488537_8902-9952,1,1.0,244.0,272.0,733,28,1.0,29.0,29,28,28,0,28,28
337,7349100_4934-5988,1,1.0,241.0,289.0,530,48,0.0,48.0,48,48,48,0,48,48
338,7468986_16148-17245,1,1.0,0.0,49.0,109,49,49.0,0.0,53,49,49,0,49,49
339,7347433_248-1322,1,1.0,198.0,260.0,507,62,62.0,0.0,63,62,62,0,62,62
340,7384195_3923-4967,1,1.0,218.0,255.0,579,37,37.0,0.0,37,37,37,0,37,37
341,7494954_8691-9813,1,1.0,239.0,368.0,689,129,0.0,129.0,129,129,129,0,129,129
342,7238730_4610-5773,1,0.9242,52.0,184.0,400,132,17.0,149.0,151,132,132,10,122,132
343,7460313_2918-3969,1,1.0,242.0,313.0,516,71,0.0,71.0,71,71,71,0,71,71
344,7493369_1668-2712,1,1.0,165.0,199.0,504,34,35.0,1.0,35,34,34,0,34,34
345,7479123_6644-7694,1,1.0,43.0,67.0,184,24,0.0,24.0,24,24,24,0,24,24
346,7375100_12675-13745,1,1.0,242.0,295.0,315,53,1.0,56.0,56,55,53,0,53,55
348,7486609_11156-12231,1,1.0,249.0,335.0,558,86,0.0,86.0,86,86,86,0,86,86
349,7504658_13648-14735,1,1.0,202.0,250.0,318,48,48.0,0.0,48,48,48,0,48,48
350,7469098_30935-31987,1,1.0,241.0,302.0,549,61,62.0,1.0,62,61,61,0,61,61
351,7280666_10363-11451,1,1.0,248.0,277.0,594,29,0.0,29.0,30,29,29,0,29,29
352,7480880_13298-14323,1,0.9444,214.0,250.0,490,36,36.0,0.0,36,36,36,2,34,36
353,7270289_1364-2456,1,1.0,232.0,343.0,450,111,0.0,111.0,111,111,111,0,111,111
354,7422814_1199-2232,1,1.0,237.0,268.0,485,31,0.0,31.0,31,31,31,0,31,31
355,7399777_2309-3368,1,1.0,240.0,312.0,369,72,72.0,0.0,72,72,72,0,72,72
356,7377868_6230-7277,1,1.0,197.0,256.0,500,59,0.0,59.0,59,59,59,0,59,59
357,7316917_907-1931,1,0.0,,,0,0,,,0,0,0,0,0,0
358,7406384_19103-20218,1,1.0,166.0,266.0,478,100,0.0,100.0,100,100,100,0,100,100
359,7358253_2411-3464,1,1.0,233.0,263.0,490,30,1.0,31.0,31,30,30,0,30,30
360,7506398_40828-41856,1,1.0,220.0,270.0,515,50,1.0,51.0,51,50,50,0,50,50
361,7433008_5551-6611,1,1.0,163.0,185.0,449,22,0.0,22.0,22,22,22,0,22,22
362,7492319_77-1215,1,1.0,249.0,322.0,563,73,73.0,0.0,73,73,73,0,73,73
363,7262549_22096-23117,1,1.0,179.0,212.0,458,33,33.0,0.0,33,33,33,0,33,33
364,7393267_2906-3943,1,1.0,245.0,299.0,491,54,54.0,0.0,54,54,54,0,54,54
365,7403455_5681-6797,1,1.0,199.0,349.0,594,150,151.0,1.0,151,150,150,0,150,150
366,7505436_45216-46298,1,1.0,235.0,328.0,373,93,1.0,94.0,94,93,93,0,93,93
367,7395003_22405-23458,1,0.9853000000000001,238.0,306.0,537,68,0.0,68.0,68,68,68,1,67,68
368,7383841_2056-3154,1,1.0,238.0,286.0,503,48,49.0,1.0,49,48,48,0,48,48
369,7463596_16365-17422,1,1.0,37.0,93.0,401,56,0.0,56.0,57,56,56,0,56,56
370,7310485_1078-2109,1,1.0,65.0,146.0,811,81,82.0,1.0,82,81,81,0,81,81
371,7397859_3753-4780,1,0.99,175.0,275.0,279,100,0.0,102.0,102,102,100,1,99,102
372,7483741_8066-9091,1,1.0,232.0,285.0,518,53,0.0,53.0,53,53,53,0,53,53
373,7454879_4332-5421,1,1.0,17.0,114.0,225,97,97.0,0.0,97,97,97,0,97,97
374,7418051_9974-11068,1,1.0,151.0,282.0,604,131,132.0,1.0,132,131,131,0,131,131
375,7495379_19678-20771,1,0.9821,239.0,295.0,567,56,1.0,57.0,57,56,56,1,55,56
376,7290822_2944-4073,1,0.9416,325.0,462.0,804,137,0.0,137.0,137,137,137,8,129,137
377,7466749_5300-6473,1,1.0,232.0,314.0,548,82,0.0,82.0,82,82,82,0,82,82
378,7505835_7611-8661,1,1.0,228.0,254.0,497,26,0.0,26.0,27,26,26,0,26,26
379,7453290_16553-17581,1,1.0,699.0,729.0,1128,30,36.0,6.0,36,30,30,0,30,30
380,7502965_9950-11000,1,1.0,245.0,284.0,532,39,0.0,39.0,40,39,39,0,39,39
381,7416654_10701-11746,1,1.0,148.0,199.0,332,51,51.0,0.0,51,51,51,0,51,51
382,7495495_7698-8748,1,1.0,238.0,258.0,468,20,20.0,0.0,20,20,20,0,20,20
383,7495515_6512-7562,1,0.9848,228.0,294.0,599,66,0.0,66.0,66,66,66,1,65,66
384,7335249_5350-6444,1,1.0,17.0,116.0,362,99,0.0,99.0,100,99,99,0,99,99
385,7472818_16471-17526,1,1.0,245.0,277.0,484,32,32.0,0.0,33,32,32,0,32,32
386,7351575_1314-2335,1,1.0,236.0,270.0,612,34,0.0,34.0,34,34,34,0,34,34
387,7363751_10348-11425,1,0.9718000000000001,226.0,298.0,1079,72,1.0,72.0,73,71,71,2,69,72
388,7463390_10193-11257,1,1.0,227.0,381.0,626,154,154.0,0.0,154,154,154,0,154,154
389,7457675_1469-2605,1,1.0,229.0,358.0,373,129,1.0,130.0,130,129,129,0,129,129
390,7467860_3589-4742,1,0.9947,246.0,435.0,872,189,190.0,1.0,190,189,189,1,188,189
391,7459775_5647-6731,1,1.0,218.0,350.0,581,132,0.0,132.0,132,132,132,0,132,132
392,7464651_18760-19821,1,1.0,237.0,267.0,325,30,0.0,30.0,30,30,30,0,30,30
393,7418196_623-1668,1,0.0,,,0,0,,,0,0,0,0,0,0
394,7503465_4538-5653,1,0.9892,243.0,336.0,404,93,1.0,94.0,94,93,93,1,92,93
395,7505893_8836-9863,1,1.0,203.0,236.0,245,33,0.0,33.0,33,33,33,0,33,33
396,7452524_4358-5502,1,0.9878,229.0,393.0,590,164,0.0,166.0,166,166,164,2,162,166
397,7480836_3801-4865,1,1.0,239.0,310.0,524,71,0.0,71.0,71,71,71,0,71,71
398,7441015_1022-2084,1,1.0,192.0,248.0,438,56,0.0,56.0,57,56,56,0,56,56
399,7274287_3282-4360,1,1.0,213.0,255.0,495,42,42.0,0.0,42,42,42,0,42,42
400,7473183_13487-14627,1,1.0,242.0,384.0,582,142,142.0,0.0,142,142,142,0,142,142
401,7459880_3043-4154,1,0.9892,235.0,328.0,602,93,93.0,0.0,94,93,93,1,92,93
402,7496256_1179-2211,1,1.0,219.0,243.0,344,24,24.0,0.0,24,24,24,0,24,24
403,7491190_18450-19485,1,0.0,,,0,0,,,0,0,0,0,0,0
404,7503089_5721-6741,1,1.0,230.0,281.0,710,51,52.0,1.0,52,51,51,0,51,51
405,7482262_23046-24081,1,0.9856999999999999,219.0,289.0,529,70,1.0,71.0,71,70,70,1,69,70
406,7486080_19117-20187,1,1.0,247.0,277.0,581,30,30.0,0.0,30,30,30,0,30,30
407,7493884_37587-38666,1,1.0,69.0,142.0,388,73,74.0,1.0,74,73,73,0,73,73
408,7442787_3584-4614,1,1.0,214.0,274.0,620,60,60.0,0.0,60,60,60,0,60,60
409,7507003_4560-5602,1,1.0,233.0,318.0,676,85,1.0,86.0,86,85,85,0,85,85
410,7474316_1503-2523,1,1.0,222.0,259.0,494,37,37.0,0.0,38,37,37,0,37,37
411,7477845_35853-36888,1,1.0,229.0,276.0,521,47,47.0,0.0,47,47,47,0,47,47
412,7494074_14748-15798,1,1.0,225.0,271.0,549,46,0.0,46.0,46,46,46,0,46,46
413,7465461_4286-5351,1,1.0,235.0,285.0,504,50,0.0,50.0,50,50,50,0,50,50
414,7493132_11110-12191,1,1.0,245.0,366.0,584,121,122.0,1.0,122,121,121,0,121,121
415,7503721_2007-3052,1,0.9429000000000001,47.0,82.0,128,35,1.0,37.0,37,36,35,2,33,36
416,7257846_5460-6610,1,1.0,227.0,327.0,540,100,100.0,0.0,100,100,100,0,100,100
417,7469088_536-1575,1,1.0,238.0,292.0,358,54,54.0,0.0,54,54,54,0,54,54
418,7407792_4407-5471,1,0.9299,517.0,992.0,1010,475,0.0,448.0,450,448,442,31,411,481
419,7486158_5268-6309,1,1.0,245.0,313.0,482,68,68.0,0.0,69,68,68,0,68,68
420,7293818_7968-9045,1,1.0,189.0,313.0,689,124,0.0,124.0,124,124,124,0,124,124
421,7461161_8453-9477,1,0.0,,,0,0,,,0,0,0,0,0,0
422,7413092_6603-7645,1,1.0,240.0,268.0,516,28,0.0,28.0,28,28,28,0,28,28
423,7429715_6598-7647,1,1.0,208.0,261.0,496,53,0.0,53.0,53,53,53,0,53,53
424,7268739_2741-3917,1,1.0,242.0,409.0,644,167,167.0,0.0,167,167,167,0,167,167
425,7264941_14590-15722,1,1.0,248.0,365.0,606,117,117.0,0.0,117,117,117,0,117,117
426,7479623_2117-3167,1,0.0,,,0,0,,,0,0,0,0,0,0
427,7486984_4935-6043,1,1.0,207.0,295.0,517,88,0.0,88.0,88,88,88,0,88,88
428,7384937_6298-7373,1,1.0,246.0,317.0,556,71,71.0,0.0,71,71,71,0,71,71
429,7467436_2402-3432,1,0.0,,,0,0,,,0,0,0,0,0,0
430,7255646_32499-33541,1,1.0,180.0,239.0,443,59,0.0,59.0,60,59,59,0,59,59
431,7378894_9610-10703,1,1.0,230.0,277.0,512,47,0.0,47.0,47,47,47,0,47,47
432,7459502_4489-5571,1,1.0,240.0,343.0,579,103,103.0,0.0,104,103,103,0,103,103
433,7272804_5002-6033,1,1.0,254.0,377.0,796,123,0.0,123.0,123,123,123,0,123,123
434,7351617_20465-21487,1,1.0,82.0,124.0,355,42,42.0,0.0,42,42,42,0,42,42
435,7328331_149-1303,1,1.0,48.0,212.0,341,164,164.0,0.0,164,164,164,0,164,164
436,7253893_3606-4649,1,0.9811,245.0,298.0,425,53,53.0,0.0,53,53,53,1,52,53
437,7453902_5814-6876,1,1.0,85.0,145.0,286,60,0.0,60.0,60,60,60,0,60,60
438,7448980_5821-6876,1,0.8154,233.0,298.0,458,65,0.0,71.0,74,71,65,12,53,71
439,7261568_19217-20279,1,0.9634,92.0,174.0,699,82,0.0,82.0,82,82,82,3,79,82
440,7485944_2767-3842,1,0.9845999999999999,204.0,269.0,627,65,65.0,0.0,65,65,65,1,64,65
441,7258689_998-2053,1,1.0,219.0,284.0,551,65,0.0,65.0,65,65,65,0,65,65
442,7444138_2763-3957,1,1.0,225.0,361.0,598,136,0.0,136.0,136,136,136,0,136,136
443,7491843_15512-16545,1,0.9286,216.0,258.0,350,42,44.0,2.0,44,42,42,3,39,42
444,7264569_1884-2929,1,0.0,,,0,0,,,0,0,0,0,0,0
445,7502283_16333-17466,1,1.0,109.0,185.0,357,76,0.0,76.0,76,76,76,0,76,76
446,7504117_4222-5315,1,1.0,228.0,364.0,671,136,136.0,0.0,136,136,136,0,136,136
447,7359337_4945-6036,1,0.9906999999999999,246.0,354.0,651,108,108.0,0.0,108,108,108,1,107,108
448,7506015_4562-5612,1,1.0,238.0,342.0,741,104,104.0,0.0,105,104,104,0,104,104
449,7488914_51693-52733,1,1.0,226.0,301.0,526,75,0.0,75.0,75,75,75,0,75,75
450,7329105_35886-36931,1,1.0,237.0,269.0,497,32,0.0,32.0,32,32,32,0,32,32
451,7240782_23039-24102,1,1.0,220.0,321.0,554,101,101.0,0.0,101,101,101,0,101,101
452,7434441_4322-5401,1,1.0,247.0,331.0,564,84,84.0,0.0,84,84,84,0,84,84
453,7446935_7381-8500,1,1.0,242.0,322.0,707,80,0.0,80.0,81,80,80,0,80,80
454,7400778_6213-7270,1,0.9778,231.0,276.0,512,45,45.0,0.0,46,45,45,1,44,45
455,7373772_7366-8498,1,1.0,249.0,342.0,580,93,0.0,93.0,93,93,93,0,93,93
456,7373021_2048-3164,1,0.9467,119.0,194.0,493,75,76.0,1.0,76,75,75,4,71,75
457,7487901_5844-6872,1,1.0,228.0,267.0,513,39,40.0,1.0,40,39,39,0,39,39
458,7459103_17510-18685,1,1.0,192.0,260.0,477,68,68.0,0.0,68,68,68,0,68,68
459,7470391_5701-6823,1,1.0,218.0,330.0,589,112,1.0,113.0,114,112,112,0,112,112
460,7458559_10100-11154,1,1.0,245.0,323.0,599,78,78.0,0.0,79,78,78,0,78,78
461,7287350_506-1562,1,1.0,212.0,257.0,498,45,45.0,0.0,45,45,45,0,45,45
462,7470245_2525-3559,1,0.0,,,0,0,,,0,0,0,0,0,0
463,7418621_1027-2245,1,0.8609,52.0,322.0,764,270,270.0,0.0,272,270,266,37,229,274
464,7462395_17765-18818,1,1.0,219.0,311.0,526,92,0.0,92.0,92,92,92,0,92,92
465,7482341_64890-65981,1,1.0,249.0,337.0,721,88,88.0,0.0,88,88,88,0,88,88
466,7499874_2559-3619,1,1.0,211.0,299.0,520,88,88.0,0.0,88,88,88,0,88,88
467,7499069_29459-30574,1,1.0,226.0,323.0,763,97,0.0,97.0,97,97,97,0,97,97
468,7249691_11222-12276,1,1.0,302.0,379.0,685,77,0.0,77.0,77,77,77,0,77,77
469,7469492_8801-9841,1,0.0,,,0,0,,,0,0,0,0,0,0
470,7506951_23542-24661,1,1.0,225.0,360.0,579,135,135.0,0.0,135,135,135,0,135,135
471,7380376_20048-21231,1,1.0,249.0,430.0,630,181,181.0,0.0,182,181,181,0,181,181
472,7497672_6847-7897,1,1.0,49.0,112.0,249,63,0.0,63.0,63,63,63,0,63,63
473,7497667_35162-36329,1,1.0,870.0,991.0,1333,121,0.0,121.0,122,121,121,0,121,121
474,7495146_753-1819,1,1.0,232.0,341.0,558,109,109.0,0.0,109,109,109,0,109,109
475,7505137_38998-40048,1,1.0,150.0,190.0,504,40,0.0,40.0,40,40,40,0,40,40
476,7360539_184-1310,1,1.0,844.0,973.0,1185,129,128.0,0.0,171,128,128,0,128,129
477,7422345_4169-5205,1,1.0,231.0,260.0,471,29,0.0,29.0,30,29,29,0,29,29
478,7244949_3271-4323,1,1.0,248.0,278.0,616,30,0.0,30.0,30,30,30,0,30,30
479,7475498_18737-19890,1,1.0,231.0,384.0,628,153,0.0,151.0,151,151,151,0,151,153
480,7479504_5238-6269,1,1.0,188.0,258.0,448,70,0.0,70.0,70,70,70,0,70,70
481,7425588_3013-4037,1,0.0,,,0,0,,,0,0,0,0,0,0
482,7490833_8211-9232,1,1.0,231.0,260.0,696,29,29.0,0.0,29,29,29,0,29,29
483,7402574_3890-4919,1,1.0,233.0,291.0,513,58,58.0,0.0,58,58,58,0,58,58
484,7433866_12693-13800,1,0.0,,,0,0,,,0,0,0,0,0,0
485,7454733_6125-7214,1,0.9315000000000001,119.0,444.0,586,325,331.0,8.0,331,323,321,22,299,327
486,7340881_285-1398,1,1.0,225.0,302.0,514,77,77.0,0.0,77,77,77,0,77,77
487,7495730_403-1436,1,0.0,,,0,0,,,0,0,0,0,0,0
488,7397909_8298-9321,1,1.0,226.0,272.0,509,46,46.0,0.0,46,46,46,0,46,46
489,7504258_8971-10035,1,1.0,209.0,257.0,498,48,0.0,48.0,49,48,48,0,48,48
490,7458281_855-1954,1,1.0,147.0,259.0,539,112,0.0,112.0,112,112,112,0,112,112
491,7415208_13264-14408,1,1.0,192.0,282.0,458,90,91.0,1.0,91,90,90,0,90,90
492,7479590_7282-8318,1,0.0,,,0,0,,,0,0,0,0,0,0
493,7471968_2528-3627,1,0.0,,,0,0,,,0,0,0,0,0,0
494,7251735_731-1825,1,1.0,241.0,286.0,742,45,45.0,0.0,45,45,45,0,45,45
495,7399047_5115-6285,1,1.0,59.0,184.0,296,125,125.0,0.0,125,125,125,0,125,125
496,7345433_1995-3045,1,1.0,59.0,89.0,340,30,0.0,30.0,30,30,30,0,30,30
497,7500366_2564-3614,1,0.0,,,0,0,,,0,0,0,0,0,0
498,7285043_288-1314,1,0.0,,,0,0,,,0,0,0,0,0,0
499,7327990_8137-9256,1,0.9277,99.0,453.0,744,354,359.0,0.0,359,359,332,24,308,381
500,7476359_2402-3434,1,1.0,246.0,287.0,502,41,41.0,0.0,41,41,41,0,41,41
501,7242815_813-1924,1,0.9266,291.0,400.0,551,109,0.0,109.0,110,109,109,8,101,109
502,7428438_18209-19358,1,0.9934000000000001,238.0,390.0,615,152,152.0,0.0,152,152,152,1,151,152
503,7244736_14390-15427,1,1.0,164.0,221.0,419,57,0.0,57.0,57,57,57,0,57,57
504,7319807_4252-5392,1,0.9537,549.0,830.0,1006,281,281.0,0.0,281,281,281,13,268,281
505,7492264_3949-5075,1,1.0,246.0,372.0,617,126,126.0,0.0,126,126,126,0,126,126
506,7352651_414-1474,1,1.0,234.0,339.0,697,105,0.0,105.0,105,105,105,0,105,105
507,7429643_9133-10200,1,0.0,,,0,0,,,0,0,0,0,0,0
508,7494204_64325-65410,1,1.0,240.0,328.0,560,88,0.0,88.0,88,88,88,0,88,88
509,7364175_5257-6310,1,1.0,2.0,90.0,309,88,0.0,88.0,88,88,88,0,88,88
510,7457970_1753-2820,1,1.0,236.0,330.0,579,94,94.0,0.0,94,94,94,0,94,94
511,7500220_43912-44935,1,1.0,238.0,288.0,529,50,50.0,0.0,50,50,50,0,50,50
512,7456397_1394-2512,1,1.0,288.0,359.0,603,71,0.0,71.0,71,71,71,0,71,71
513,7298842_716-1770,1,1.0,222.0,262.0,558,40,40.0,0.0,40,40,40,0,40,40
514,7257904_8341-9475,1,0.9669,307.0,493.0,624,186,0.0,181.0,195,181,181,6,175,186
515,7445026_768-1798,1,1.0,239.0,295.0,541,56,1.0,58.0,58,57,56,0,56,57
516,7270234_3088-4110,1,1.0,230.0,256.0,499,26,26.0,0.0,26,26,26,0,26,26
517,7255055_5127-6231,1,1.0,213.0,304.0,562,91,91.0,0.0,91,91,91,0,91,91
518,7293983_1903-2975,1,0.0,,,0,0,,,0,0,0,0,0,0
519,7435914_4775-5810,1,1.0,235.0,290.0,431,55,0.0,55.0,56,55,55,0,55,55
520,7289571_1394-2459,1,1.0,213.0,278.0,528,65,0.0,65.0,65,65,65,0,65,65
521,7463104_11957-12993,1,0.0,,,0,0,,,0,0,0,0,0,0
522,7498260_1232-2392,1,1.0,360.0,502.0,829,142,148.0,1.0,148,147,142,0,142,147
523,7279136_12158-13292,1,0.9804,150.0,252.0,778,102,102.0,0.0,102,102,102,2,100,102
524,7487908_9706-10867,1,0.9307,159.0,395.0,575,236,238.0,7.0,238,231,231,16,215,236
525,7422638_3657-4688,1,0.9884999999999999,191.0,278.0,583,87,87.0,0.0,87,87,87,1,86,87
526,7470523_2679-3800,1,1.0,192.0,309.0,554,117,0.0,117.0,117,117,117,0,117,117
527,7420457_3210-4260,1,1.0,245.0,310.0,595,65,65.0,0.0,66,65,65,0,65,65
528,7505199_2490-3514,1,0.0,,,0,0,,,0,0,0,0,0,0
529,7452389_13971-15003,1,0.8826,20.0,250.0,671,230,255.0,25.0,255,230,230,27,203,230
530,7271728_2040-3264,1,1.0,203.0,314.0,524,111,0.0,111.0,112,111,111,0,111,111
531,7410513_5798-6926,1,1.0,237.0,336.0,609,99,102.0,0.0,103,102,99,0,99,102
532,7503493_26079-27151,1,1.0,249.0,319.0,400,70,70.0,0.0,70,70,70,0,70,70
533,7406014_3761-4827,1,1.0,231.0,293.0,315,62,61.0,0.0,62,61,61,0,61,62
534,7487849_15034-16064,1,1.0,247.0,320.0,558,73,73.0,0.0,74,73,73,0,73,73
535,7442336_2503-3555,1,1.0,238.0,353.0,534,115,115.0,0.0,115,115,115,0,115,115
536,7504300_7679-8729,1,0.9562999999999999,10.0,243.0,504,233,0.0,206.0,207,206,206,9,197,233
537,7428288_2426-3486,1,1.0,248.0,351.0,590,103,103.0,0.0,103,103,103,0,103,103
538,7384254_5044-6106,1,1.0,231.0,305.0,538,74,74.0,0.0,75,74,74,0,74,74
539,7329445_347-1493,1,0.7857,127.0,601.0,1323,474,526.0,49.0,706,477,462,99,363,489
540,7421700_8059-9080,1,0.9167000000000001,1.0,97.0,105,96,97.0,1.0,119,96,96,8,88,96
541,7444890_12062-13110,1,0.0,,,0,0,,,0,0,0,0,0,0
542,7477199_4505-5555,1,1.0,271.0,296.0,540,25,0.0,25.0,25,25,25,0,25,25
543,7295486_10245-11348,1,1.0,228.0,301.0,547,73,0.0,73.0,73,73,73,0,73,73
544,7428325_18445-19511,1,1.0,218.0,275.0,572,57,0.0,57.0,57,57,57,0,57,57
545,7488658_14063-15084,1,0.9887999999999999,48.0,139.0,327,91,0.0,89.0,89,89,89,1,88,91
546,7289773_4899-5964,1,0.9106000000000001,547.0,671.0,788,124,126.0,3.0,126,123,123,11,112,124
547,7481249_684-1734,1,0.0,,,0,0,,,0,0,0,0,0,0
548,7497555_1943-2993,1,1.0,228.0,323.0,554,95,95.0,0.0,95,95,95,0,95,95
550,7246587_7143-8187,1,1.0,232.0,265.0,494,33,33.0,0.0,33,33,33,0,33,33
551,7473639_4245-5359,1,0.9906999999999999,218.0,325.0,558,107,107.0,0.0,108,107,107,1,106,107
552,7446979_176-1201,1,1.0,247.0,279.0,536,32,32.0,0.0,33,32,32,0,32,32
553,7394213_22844-23864,1,1.0,233.0,284.0,511,51,51.0,0.0,51,51,51,0,51,51
554,7505182_12604-13637,1,0.0,,,0,0,,,0,0,0,0,0,0
555,7470777_4353-5380,1,1.0,259.0,313.0,536,54,0.0,54.0,54,54,54,0,54,54
556,7250187_663-1789,1,1.0,218.0,367.0,610,149,150.0,1.0,150,149,149,0,149,149
557,7340076_16102-17222,1,1.0,219.0,313.0,563,94,0.0,94.0,95,94,94,0,94,94
558,7472031_46107-47174,1,1.0,48.0,105.0,205,57,0.0,57.0,58,57,57,0,57,57
559,7423331_547-1645,1,1.0,241.0,329.0,586,88,1.0,89.0,89,88,88,0,88,88
560,7398602_9457-10494,1,0.0,,,0,0,,,0,0,0,0,0,0
561,7461264_2226-3320,1,1.0,81.0,172.0,396,91,0.0,91.0,91,91,91,0,91,91
562,7427377_2838-3940,1,1.0,64.0,149.0,629,85,85.0,0.0,85,85,85,0,85,85
564,7472573_22995-24093,1,1.0,155.0,222.0,374,67,0.0,67.0,67,67,67,0,67,67
565,7373101_7173-8230,1,0.9712999999999999,0.0,174.0,1029,174,176.0,1.0,211,175,174,5,169,175
566,7483366_8196-9274,1,1.0,238.0,298.0,484,60,0.0,60.0,60,60,60,0,60,60
567,7506104_19687-20731,1,1.0,218.0,309.0,434,91,0.0,91.0,91,91,91,0,91,91
568,7262085_28817-29850,1,0.8558,168.0,605.0,676,437,0.0,432.0,433,432,430,62,368,439
569,7470097_5183-6272,1,1.0,245.0,354.0,680,109,109.0,0.0,109,109,109,0,109,109
570,7505500_1076-2126,1,1.0,247.0,341.0,601,94,0.0,94.0,95,94,94,0,94,94
571,7383729_16853-17882,1,1.0,245.0,296.0,518,51,0.0,51.0,51,51,51,0,51,51
572,7489263_27120-28154,1,0.0,,,0,0,,,0,0,0,0,0,0
573,7291916_2523-3567,1,1.0,230.0,271.0,501,41,41.0,0.0,41,41,41,0,41,41
574,7462141_8508-9546,1,1.0,140.0,184.0,329,44,0.0,44.0,44,44,44,0,44,44
575,7389987_5178-6268,1,1.0,232.0,295.0,540,63,0.0,62.0,63,62,62,0,62,63
